"","V1","V2"
"1",NA,NA
"2",NA,3.8305301077
"3",NA,1.8870540695
"4",NA,1.7380907972
"5",2.0608530232,1.88440557949999
"6",1.12080127059999,1.39265306039999
"7",0.458852113600003,0.929379098600002
"8",0.355805317700003,0.666103124900001
"9",0.346723346499996,0.482405685800003
"10",0.297035701399992,0.370525516099999
"11",0.426856509099999,0.717614396600002
"12",0.530358662400008,0.771823736999995
"13",0.569302555699991,0.828848471000004
"14",0.617330386700012,0.87227705079999
"15",0.573313726299993,0.585207611200012
"16",0.560396672900005,0.338577110699994
"17",0.404781493599994,0.314595188499997
"18",0.307153388400003,0.312157434299998
"19",0.216415403699997,0.227080809000004
"20",0.186922316099999,0.139498375900001
"21",0.264989793200012,0.109227231399998
"22",0.448914661899995,0.158318307300004
"23",0.631535666299992,0.1684109666
"24",0.698678469300003,0.131956762600002
"25",0.656726659999997,0.114260713700002
"26",0.583190306400006,0.144779997399993
"27",0.541351826300005,0.248519371300002
"28",0.52385658299999,0.308659361700006
"29",0.461938590900012,0.324679471599998
"30",0.401774950299998,0.340277178999994
"31",0.385140625199993,0.354108655700012
"32",0.341324053399999,0.351474479299997
"33",0.285793705700007,0.345781487300004
"34",0.23881993970001,0.338702674
"35",0.185347742399989,0.372264440399992
"36",0.146617476799991,0.346142281400006
"37",0.127884459600009,0.357126024999998
"38",0.119172937899993,0.370629054499997
"39",0.124887488400006,0.347677733900003
"40",0.117767652599998,0.322086136799999
"41",0.0883818489000028,0.296011605900004
"42",0.0109575216999911,0.275120358599992
"43",0.0933117375000005,0.248981344300002
"44",0.182310917700002,0.196170129499997
"45",0.264531517399998,0.149003045300004
"46",0.294510919199995,0.080091411899998
"47",0.310475888200004,0.113355726299993
"48",0.294761792400006,0.168817926000012
"49",0.896467308199993,0.280211772599996
"50",0.745334394599999,0.517864382400001
"51",0.532386761000001,0.583981499399989
"52",0.472106365600006,0.521794158800013
"53",0.344583665499997,0.691612291499995
"54",0.566314225599999,0.901731923
"55",0.5694497896,0.937716781899994
"56",0.477576001900005,0.915674961400011
"57",0.389781184,0.925235830599998
"58",0.347508101900001,0.861665287400001
"59",NA,0.540138998799996
"60",NA,0.323910120300003
"61",NA,0.41911082759999
"62",NA,0.227484828899996
"63",NA,0.114439491000006
"64",NA,0.115469454099998
"65",NA,0.0979566908000002
"66",NA,0.0967967179999896
"67",NA,0.0658290113000035
"68",NA,0.0763364202000005
"69",NA,0.175688354099993
"70",0.382381555599999,0.336467837600004
"71",0.3887362201,0.697735779700011
"72",0.335642523400004,1.07551786299999
"73",0.263661975999998,1.6180758879
"74",0.205605988699997,1.38027832539999
"75",0.174108209,0.865789559100005
"76",0.173278496400002,0.495356694200005
"77",0.0384337658999954,0.222390976699998
"78",0.0115586245999957,0.0467345090000038
"79",0.1983532227,0.266221908900004
"80",0.227737249100006,0.419950612299999
"81",0.244860074700004,0.515608860999997
"82",0.197357015699989,0.516708028900005
"83",0.2041104935,0.551175327400003
"84",0.1695799988,0.653881806800001
"85",0.233199438,0.691904233800003
"86",0.306336565300004,0.858045730200004
"87",0.296774883699999,0.767859832899994
"88",0.410120886399994,0.271450124999994
"89",0.469238199599999,0.444659117499999
"90",0.430631552399998,0.356676753300011
"91",0.459856246699996,0.276197359599994
"92",0.471483364800015,0.307317832900004
"93",0.460576866099998,0.381025198499991
"94",0.448746957699996,0.367322255800008
"95",0.426394252999994,0.346578312100007
"96",0.381307228000008,0.49549215399999
"97",0.334413409099991,0.578622398800006
"98",0.303439767899999,0.587357371799998
"99",0.362722983799999,0.646474578500008
"100",0.372702282900002,0.720369757899995
"101",0.344977959399996,0.8442697927
"102",0.309276281600004,0.969044107300002
"103",0.25447314479999,0.859095766899998
"104",0.211573020700007,0.801860280800001
"105",0.175456967100002,0.6424488815
"106",0.136159435099996,0.547578369200004
"107",0.0942859254999977,0.430759395899999
"108",0.0617214622000031,0.331455413699999
"109",0.0365646594000015,0.229585295799993
"110",0.0576881584000013,0.178013599700002
"111",0.1146008653,0.158743422900004
"112",0.1464717135,0.108350005199991
"113",0.185937877999992,0.100459948800001
"114",0.259367798000001,0.213166658599992
"115",0.233195889800005,0.499902654700007
"116",0.177110783400005,0.676117740500002
"117",0.23636148380001,0.614684816099992
"118",0.188974324000002,0.514848525600007
"119",0.78641876149999,0.55715960869999
"120",0.429814041800011,0.694998375199999
"121",0.287654477299993,0.613768416700001
"122",0.146762882000006,0.5167385559
"123",0.239818163699995,0.591229787500001
"124",0.262256262200003,0.513733878600009
"125",0.396681060100001,0.418185525899995
"126",0.332828030800002,0.591509517999992
"127",0.283693575599997,0.45346079230001
"128",0.230203127899998,0.543504593700003
"129",NA,0.794153680600001
"130",NA,0.635663963399999
"131",NA,0.251122960099991
"132",NA,0.373301058700001
"133",NA,0.409154525799998
"134",NA,0.318023620999998
"135",0.0379602663999918,0.1820631808
"136",0.0552636408999945,0.140851473600012
"137",0.217722010200003,0.136840983900001
"138",0.255050767999993,0.219736224100004
"139",0.2606561859,0.268667236199992
"140",0.249535832900012,0.747925648700001
"141",0.264075609399995,0.771541963200001
"142",0.252877129799991,0.595307723799998
"143",0.250615173099998,0.283165141599998
"144",0.18252673420001,0.243593573399995
"145",0.236967975299997,0.63822576019999
"146",0.138053098699999,0.377622318500006
"147",0.0446054180000139,0.0985591828999972
"148",0.0454912846999918,0.232258492900009
"149",0.0790322267000008,0.328799496899997
"150",0.0782988442999972,0.303061254599996
"151",0.03320701869999,0.169328110600002
"152",0.0477691006000143,0.224644703799999
"153",0.0923085958999934,0.266917289899993
"154",0.145286145100002,0.601762159299994
"155",0.314900879600003,0.35477495040001
"156",0.338916665999999,0.264411037899997
"157",0.367302360700005,0.038646804399999
"158",0.315608806299991,0.273662093099993
"159",0.296651415499998,0.359715980300006
"160",0.278368779000001,0.412290727999999
"161",0.237321213600001,0.515169966099997
"162",0.200849705600007,0.51756117490001
"163",0.163341285200001,0.560326162099997
"164",0.143144096699995,0.615120161100002
"165",0.111893417900006,0.632717280000001
"166",0.0943360027999898,0.694234334099999
"167",0.0711006213999994,0.734501371899992
"168",0.0535687992999971,0.773188741800009
"169",0.0376052177000048,0.8847184182
"170",0.0239390659000058,0.919467938299993
"171",0.0461919228000003,0.863007322100003
"172",0.0711399872000076,0.921201600299998
"173",0.102011063499999,0.977103816600007
"174",0.098338382100005,0.811729866399988
"175",0.151578797399999,0.658424840100002
"176",0.191847807299991,0.488957705799997
"177",0.202367831,0.326117077400008
"178",0.214530002600007,0.222051109800001
"179",0.165132173699991,0.109922859700001
"180",0.128006457800003,0.210639943199997
"181",0.288466312299997,0.263639316599999
"182",0.158614483199992,0.308576812200007
"183",0.0636716469999925,0.372305919399995
"184",0.1060696952,0.429166865599997
"185",0.0972736800999936,0.8159817829
"186",0.378815412599993,1.04882021410001
"187",0.447278108300003,1.1807689228
"188",0.363505607400008,1.37770749559999
"189",0.330811155899998,1.1083120765
"190",0.277245533899995,0.999099926100008
"191",0.203242741000004,0.856766277600002
"192",0.138748935100006,0.277546192200006
"193",NA,0.218719608499995
"194",NA,0.206645866800002
"195",NA,0.176709359300002
"196",NA,0.189805467300001
"197",NA,0.186178540900002
"198",NA,0.306309078600005
"199",NA,0.5202687924
"200",NA,2.4726413813
"201",0.623983533200008,2.056569738
"202",0.369864020000001,1.9629317551
"203",0.301442149100001,2.85632137049999
"204",0.183881622799994,NA
"205",0.0216875075000011,NA
"206",0.125773219399992,1.07724992010002
"207",0.279738118400001,1.3373366916
"208",0.364362764700001,1.299442862
"209",0.383060635700001,1.1788944352
"210",0.395114647100005,0.902778259199994
"211",0.335160597799998,0.986601512699991
"212",0.620144824799997,1.12008027200001
"213",0.447837930800006,0.838170688499993
"214",0.3063913465,0.395639814800006
